standard_inchi_key	identifier	label	antimicrobial_class	slug	corpus_commit
UPPJKCYSMDGLRE-DNBVWFFRSA-N	CHEBI:73078	3''-deamino-3''-hydroxykanamycin C	ANTIMICROBIAL_UNSPECIFIED	3-deamino-3-hydroxykanamycin-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UQFNCSLGZUJVQP-IDWZVPEXSA-N	CHEBI:51033	myxopyronin A	ANTIMICROBIAL_UNSPECIFIED	myxopyronin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UQJQVUOTMVCFHX-UHFFFAOYSA-L	CHEBI:81934	nabam	ANTIFUNGAL	nabam	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UQLLWWBDSUHNEB-CZUORRHYSA-N	CHEBI:554446	cephapirin	ANTIBACTERIAL	cephapirin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UQRORFVVSGFNRO-UTINFBMNSA-N	CHEBI:50381	miglustat	ANTIVIRAL	miglustat	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UQVNRKBFAXNOGA-LWTNMJDUSA-N	CHEBI:167317	(E)-tomaymycin	ANTIBACTERIAL	e-tomaymycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UQVNRKBFAXNOGA-OHLDGCSVSA-N	CHEBI:167318	(Z)-tomaymycin	ANTIBACTERIAL	z-tomaymycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UQVNRKBFAXNOGA-SWLSCSKDSA-N	CHEBI:157681	tomaymycin	ANTIBACTERIAL	tomaymycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
URAYPUMNDPQOKB-UHFFFAOYSA-N	CHEBI:9661	triacetin	ANTIFUNGAL	triacetin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UREZNYTWGJKWBI-UHFFFAOYSA-M	CHEBI:31264	benzethonium chloride	ANTIBACTERIAL	benzethonium-chloride	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
URHWNXDZOULUHC-ULJHMMPZSA-N	CHEBI:85627	picarbutrazox	ANTIFUNGAL	picarbutrazox	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
URJHVPKUWOUENU-UHFFFAOYSA-N	CHEBI:43040	hadacidin	ANTIMICROBIAL_UNSPECIFIED	hadacidin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
URWAJWIAIPFPJE-VHLNBGGKSA-N	antibioticmech:aro-3b4e0b6d96	5-episisomicin	ANTIBACTERIAL	5-episisomicin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
URWAJWIAIPFPJE-YFMIWBNJSA-N	CHEBI:9169	sisomycin	ANTIBACTERIAL	sisomycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
URXBIEAAUGXNIJ-ITGDQCKOSA-N	CHEBI:133037	yanuthone X2	ANTIFUNGAL	yanuthone-x2	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
URXNJUNXUWLMAY-KZVLYIKRSA-N	CHEBI:65562	callophycoic acid F	ANTIBACTERIAL	callophycoic-acid-f	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
URXNNPCNKVAQRA-XMHGGMMESA-N	CHEBI:83202	pyraoxystrobin	ANTIFUNGAL	pyraoxystrobin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
USNOUEMKNKRWQT-ORRWAHHJSA-N	CHEBI:140173	malacidin A	ANTIBACTERIAL	malacidin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
USRKFGIXLGKMKU-ABAIWWIYSA-N	CHEBI:81732	benthiavalicarb-isopropyl	ANTIFUNGAL	benthiavalicarb-isopropyl	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
USZYSDMBJDPRIF-SVEJIMAYSA-N	CHEBI:74619	aclacinomycin A	ANTIMICROBIAL_UNSPECIFIED	aclacinomycin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
USZYSDMBJDPRIF-SVEJIMAYSA-N	CHEBI:77980	aclacinomycin A zwitterion	ANTIMICROBIAL_UNSPECIFIED	aclacinomycin-a-zwitterion	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UTOHZQYBSYOOGC-UHFFFAOYSA-N	CHEBI:83327	fenpyrazamine	ANTIFUNGAL	fenpyrazamine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UUKPXXBDUCDZDA-KAFVXXCXSA-N	CHEBI:170009	favipiravir-RTP	ANTIVIRAL	favipiravir-rtp	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UUQJTIHOVGMQIH-UHFFFAOYSA-N	CHEBI:192702	ladanein	ANTIVIRAL	ladanein	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UURAUHCOJAIIRQ-QGLSALSOSA-N	CHEBI:44137	tiamulin	ANTIBACTERIAL	tiamulin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UUSZLLQJYRSZIS-LXNNNBEUSA-N	CHEBI:90205	plitidepsin	ANTIVIRAL	plitidepsin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UUYGJEDLSUBYHW-CHWWFWEZSA-N	CHEBI:66243	TMC-86B	ANTIMICROBIAL_UNSPECIFIED	tmc-86b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UVERBUNNCOKGNZ-CQSZACIVSA-N	CHEBI:167176	GRL-0617	ANTIVIRAL	grl-0617	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UVRIFAYGSSDVER-MBZNIOTRSA-N	CHEBI:66621	neurolenin B	ANTIPROTOZOAL	neurolenin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UVUPYXTUQSCQRV-PEKXHOPKSA-N	antibioticmech:aro-bf7dc59121	azalomycin F	ANTIBACTERIAL	azalomycin-f	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UWHUTZOCTZJUKC-JKSUJKDBSA-N	CHEBI:3170	brazilin	ANTIBACTERIAL	brazilin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UWKAYLJWKGQEPM-LBPRGKRZSA-N	CHEBI:6469	linalyl acetate	ANTIMICROBIAL_UNSPECIFIED	linalyl-acetate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UWOQPCLHJDMFFV-FXSXARLRSA-N	CHEBI:65557	callophycoic acid A	ANTIBACTERIAL	callophycoic-acid-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UWQMKVBQKFHLCE-UHFFFAOYSA-N	CHEBI:81759	diclomezine	ANTIFUNGAL	diclomezine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UWVQIROCRJWDKL-UHFFFAOYSA-N	CHEBI:81937	oxadixyl	ANTIFUNGAL	oxadixyl	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UWYHMGVUTGAWSP-JKIFEVAISA-N	CHEBI:7809	oxacillin	ANTIBACTERIAL	oxacillin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UXDFUVFNIAJEGM-UHFFFAOYSA-N	CHEBI:233659	erianin	ANTIBACTERIAL	erianin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UXMMIMGEKFYPFK-PDBXOOCHSA-N	CHEBI:65768	(9Z,12Z,15Z)-octadeca-9,12,15-trien-6-ynoic acid	ANTIBACTERIAL	9z-12z-15z-octadeca-9-12-15-trien-6-ynoic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UXWOXTQWVMFRSE-SXTNSRNPSA-N	antibioticmech:aro-4a4590abba	griseoviridin	ANTIBACTERIAL	griseoviridin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UXZFQZANDVDGMM-UHFFFAOYSA-N	CHEBI:5950	iodoquinol	ANTIBACTERIAL	iodoquinol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UYJUZNLFJAWNEZ-UHFFFAOYSA-N	CHEBI:81926	fuberidazole	ANTIFUNGAL	fuberidazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UYQJCPNSAVWAFU-KVXMBEGHSA-N	CHEBI:28460	maltotetraose	ANTIBACTERIAL	maltotetraose	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UYRHHBXYXSYGHA-UHFFFAOYSA-N	CHEBI:62219	2-heptyl-4-quinolone	ANTIBACTERIAL	2-heptyl-4-quinolone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UYRHHBXYXSYGHA-UHFFFAOYSA-N	CHEBI:75306	2-heptyl-4-hydroxyquinoline	ANTIBACTERIAL	2-heptyl-4-hydroxyquinoline	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UZCGKGPEKUCDTF-UHFFFAOYSA-N	CHEBI:81843	fluazinam	ANTIFUNGAL	fluazinam	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UZKZXPWGNRCNCM-NDNLJYSTSA-N	CHEBI:65581	caribenol B	ANTIPROTOZOAL	caribenol-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UZNOTFOFROXACM-ICSRJNTNSA-N	CHEBI:66549	lanigerol	ANTIBACTERIAL	lanigerol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UZQBOFAUUTZOQE-VSLWXVDYSA-N	CHEBI:29665	pikromycin	ANTIBACTERIAL	pikromycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UZQVYLOFLQICCT-BYPYZUCNSA-N	CHEBI:80751	(S)-goitrin	ANTIVIRAL	s-goitrin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UZQVYLOFLQICCT-SCSAIBSYSA-N	CHEBI:183228	(R)-goitrin	ANTIVIRAL	r-goitrin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UZUUQCBCWDBYCG-DQRAMIIBSA-N	CHEBI:85416	mitomycin B	ANTIMICROBIAL_UNSPECIFIED	mitomycin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
UZVUYEBJQAEAGM-SHSJKSAASA-N	CHEBI:65512	brartemicin	ANTIMICROBIAL_UNSPECIFIED	brartemicin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VAAUVRVFOQPIGI-SPQHTLEESA-N	CHEBI:29007	ceftriaxone	ANTIBACTERIAL	ceftriaxone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VABRZWDEEDQLRD-VGGJGGOJSA-N	CHEBI:87401	UK 63052	ANTIMICROBIAL_UNSPECIFIED	uk-63052	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VACCAVUAMIDAGB-UHFFFAOYSA-N	CHEBI:9331	sulfamethizole	ANTIBACTERIAL	sulfamethizole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VAHXVYDDBKCOFD-NGQXCVFISA-N	CHEBI:66237	TMC-1D	ANTIMICROBIAL_UNSPECIFIED	tmc-1d	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VAOCPAMSLUNLGC-UHFFFAOYSA-N	CHEBI:6909	metronidazole	ANTIBACTERIAL	metronidazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VAPNKLKDKUDFHK-UHFFFAOYSA-H	CHEBI:9364	suramin sodium	ANTIPROTOZOAL	suramin-sodium	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VAULMUOCCMYLIA-SQBLQFOUSA-N	CHEBI:65913	FR207944	ANTIFUNGAL	fr207944	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VAVWPUISYXXUCV-UHFFFAOYSA-N	CHEBI:141302	4-(2,4,7-trioxa-bicyclo[4.1.0]heptan-3-yl)phenol	ANTIFUNGAL	4-2-4-7-trioxa-bicyclo-4-1-0-heptan-3-yl-phenol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VBPSRGCJSHVRCC-BJLXPSRBSA-N	antibioticmech:aro-7c0cf8c565	formicamycin K	ANTIBACTERIAL	formicamycin-k	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VCCRNZQBSJXYJD-UHFFFAOYSA-N	CHEBI:5262	galangin	ANTIMICROBIAL_UNSPECIFIED	galangin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VCMJCVGFSROFHV-WZGZYPNHSA-N	CHEBI:63718	tenofovir disoproxil fumarate	ANTIVIRAL	tenofovir-disoproxil-fumarate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VCRGQEOJJJBBNZ-UHFFFAOYSA-N	CHEBI:65511	blancoxanthone	ANTIVIRAL	blancoxanthone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VDGBAYIBHQEDHS-BQASJOSNSA-N	CHEBI:68938	(±)-chartaceone F	ANTIVIRAL	chartaceone-f	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VDLGAVXLJYLFDH-UHFFFAOYSA-N	CHEBI:81853	fenhexamid	ANTIFUNGAL	fenhexamid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VDQQXEISLMTGAB-UHFFFAOYSA-N	CHEBI:53767	chloramine T	BIOCIDE	chloramine-t	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VDUWPHTZYNWKRN-UHFFFAOYSA-N	CHEBI:3716	cinoxacin	ANTIBACTERIAL	cinoxacin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VDVJGIYXDVPQLP-UHFFFAOYSA-N	CHEBI:107644	piperonylic acid	ANTIFUNGAL	piperonylic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VDYUYQSSBLFXNW-XHDOVSQSSA-N	antibioticmech:aro-c18438bef6	formicamycin L	ANTIBACTERIAL	formicamycin-l	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VEGXETMJINRLTH-ALRICIOSSA-N	antibioticmech:aro-6407ce57f1	gentamicin C	ANTIBACTERIAL	gentamicin-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VEGXETMJINRLTH-BOZYPMBZSA-N	CHEBI:27784	gentamycin C1a	ANTIMICROBIAL_UNSPECIFIED	gentamycin-c1a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VFAOIGZBHFMFIU-WGJHMWEWSA-N	CHEBI:67611	chaetoviridin B	ANTIFUNGAL	chaetoviridin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VFCNQNZNPKRXIT-UHFFFAOYSA-N	CHEBI:44107	malachite green cation	ANTIBACTERIAL	malachite-green-cation	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VFLDPWHFBUODDF-FCXRPNKRSA-N	CHEBI:3962	curcumin	ANTIFUNGAL	curcumin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VGEOUKPOQQEQSX-OALZAMAHSA-M	CHEBI:3545	cephapirin sodium	ANTIBACTERIAL	cephapirin-sodium	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VGODRAUARQJBJM-FCWPOGGHSA-N	CHEBI:66671	1β-hydroxymaprounic acid 3-p-hydroxybenzoate	ANTIVIRAL	1β-hydroxymaprounic-acid-3-p-hydroxybenzoate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VGQOVCHZGQWAOI-YQRHFANHSA-N	CHEBI:40699	anthramycin	ANTIBACTERIAL	anthramycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VGYPZLGWVQQOST-JUERRSSISA-N	CHEBI:156148	ascofuranone	ANTIPROTOZOAL	ascofuranone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VHFGEBVPHAGQPI-LXKZPTCJSA-N	CHEBI:82699	oritavancin	ANTIBACTERIAL	oritavancin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VHKXXVVRRDYCIK-CWCPJSEDSA-N	antibioticmech:aro-43b735a15d	narasin	ANTIBACTERIAL	narasin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VHKZGNPOHPFPER-ONNFQVAWSA-N	CHEBI:176500	BAY11-7085	ANTIBACTERIAL	bay11-7085	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VHNLJRRECIZZPX-UHFFFAOYSA-N	CHEBI:146309	3-methylorsellinic acid	ANTIBACTERIAL	3-methylorsellinic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VHPBIOVAVQXSJO-DLGDGFEOSA-N	CHEBI:65868	etnangien	ANTIBACTERIAL	etnangien	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VHVPQPYKVGDNFY-ZPGVKDDISA-N	CHEBI:6076	itraconazole	ANTIFUNGAL	itraconazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VIUQTXYGNHOJBD-PWSUYJOCSA-N	CHEBI:66035	(1R,4S)-1-hydroperoxy-p-menth-2-en-8-ol acetate	ANTIPROTOZOAL	1r-4s-1-hydroperoxy-p-menth-2-en-8-ol-acetate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VJEMOEYSQDKAQF-JDRYWMLESA-N	CHEBI:189704	saikosaponin C	ANTIVIRAL	saikosaponin-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VJNOAOVMGNCSPJ-ZCTPSQTASA-N	CHEBI:66431	schisanlactone A	ANTIVIRAL	schisanlactone-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VJQAFLAZRVKAKM-VZLIPTOUSA-N	CHEBI:6358	lactucin	ANTIPROTOZOAL	lactucin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VJQYLJSMBWXGDV-UHFFFAOYSA-N	CHEBI:81825	tiadinil	ANTIFUNGAL	tiadinil	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VJSCHQMOTSXAKB-CFZDNBDDSA-N	CHEBI:67373	(R)-N-trans-feruloyloctopamine	ANTIMYCOBACTERIAL	r-n-trans-feruloyloctopamine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VJYKVCURWJGLPG-IQZGDKDPSA-N	antibioticmech:aro-ea6589413a	omadacycline	ANTIBACTERIAL	omadacycline	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VJZITPJGSQKZMX-XDPRQOKASA-N	CHEBI:135779	amrubicin	ANTIMICROBIAL_UNSPECIFIED	amrubicin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VKGDSUWMXCVJEA-ZODLGNRVSA-N	antibioticmech:aro-828c8da980	heneicomycin	ANTIBACTERIAL	heneicomycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VKKOVWWTIIRQQA-RJCVZUPRSA-N	antibioticmech:aro-026683b3b8	marinomycin D	ANTIBACTERIAL	marinomycin-d	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VKYKSIONXSXAKP-UHFFFAOYSA-N	CHEBI:6824	hexamethylenetetramine	ANTIBACTERIAL	hexamethylenetetramine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VLAXZGHHBIJLAD-UHFFFAOYSA-N	CHEBI:9016	arsphenamine	ANTIBACTERIAL	arsphenamine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VLCYCQAOQCDTCN-UHFFFAOYSA-N	CHEBI:41948	eflornithine	ANTIPROTOZOAL	eflornithine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VLRYIIPJIVGFIV-QQSFYHFXSA-N	CHEBI:138945	maniladiol	ANTIMYCOBACTERIAL	maniladiol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VLSDXINSOMDCBK-UHFFFAOYSA-N	CHEBI:48958	diamide	ANTIMICROBIAL_UNSPECIFIED	diamide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VLYWMPOKSSWJAL-UHFFFAOYSA-N	CHEBI:102516	sulfamethoxypyridazine	ANTIMICROBIAL_UNSPECIFIED	sulfamethoxypyridazine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VMLNPJDEXLLCQG-DGCAKLBHSA-N	CHEBI:156386	asperlactone	ANTIBACTERIAL	asperlactone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VMNULHCTRPXWFJ-UJSVPXBISA-N	CHEBI:83187	enoxastrobin	ANTIFUNGAL	enoxastrobin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VMSLCPKYRPDHLN-OAQYLSRUSA-N	CHEBI:5769	humulone	ANTIBACTERIAL	humulone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VMSQKUCYEMOKMM-UHFFFAOYSA-N	antibioticmech:aro-94c19a1c3c	celesticetin	ANTIBACTERIAL	celesticetin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VMUJCCBLIGGNAX-GTPINHCMSA-N	CHEBI:66241	TMC-52D	ANTIMICROBIAL_UNSPECIFIED	tmc-52d	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VNFPBHJOKIVQEB-UHFFFAOYSA-N	CHEBI:3764	clotrimazole	ANTIFUNGAL	clotrimazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VNMQLLMDZZVYRC-UHFFFAOYSA-N	CHEBI:141341	5-(undeca-3,5,7-trien-1-yl)furan-2-ol	ANTIFUNGAL	5-undeca-3-5-7-trien-1-yl-furan-2-ol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VNONINPVFQTJOC-ZGXDEBHDSA-N	CHEBI:74023	dioscin	ANTIFUNGAL	dioscin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VOAZJEPQLGBXGO-SDAWRPRTSA-N	CHEBI:140407	ceftobiprole	ANTIBACTERIAL	ceftobiprole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VQCJCCMAGPCDIK-DFBZBFILSA-N	CHEBI:83217	albomycin ε	ANTIBACTERIAL	albomycin-ε	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VQJQJCKVOGLTOH-UHFFFAOYSA-N	CHEBI:65809	drummondin D	ANTIBACTERIAL	drummondin-d	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VQMYKNBUURJYAP-HTRCEHHLSA-N	CHEBI:156331	3'-deoxy-3',4'-didehydro-cytidine	ANTIVIRAL	3-deoxy-3-4-didehydro-cytidine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VQOMZALHTLFROE-JUDPNWICSA-N	antibioticmech:aro-7086196093	phenelfamycin G	ANTIBACTERIAL	phenelfamycin-g	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VQOXZBDYSJBXMA-NQTDYLQESA-N	CHEBI:473992	nystatin A1	ANTIFUNGAL	nystatin-a1	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VQOXZBDYSJBXMA-RKEBNKJGSA-N	antibioticmech:aro-b799d457ed	nystatin	ANTIFUNGAL	nystatin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VQQNQKXWJMRPHT-GMLCBOFYSA-N	CHEBI:157683	althiomycin	ANTIBACTERIAL	althiomycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VQQSDVBOXQHCHU-SKPOXZENSA-N	CHEBI:88275	antelmycin	ANTIMICROBIAL_UNSPECIFIED	antelmycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VRDIULHPQTYCLN-UHFFFAOYSA-N	CHEBI:32066	prothionamide	ANTIBACTERIAL	prothionamide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VREXHRJVYHCJKY-UHFFFAOYSA-N	antibioticmech:aro-07fd9f4191	pyrrolomycin I	ANTIBACTERIAL	pyrrolomycin-i	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VRFJINVAZRAFHH-STQMWFEESA-N	CHEBI:65967	glionitrin A	ANTIMICROBIAL_UNSPECIFIED	glionitrin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VRJYLVZCUCQVBL-CCEZHUSRSA-N	CHEBI:66087	isatinone A	ANTIFUNGAL	isatinone-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VRQVVMDWGGWHTJ-CQSZACIVSA-N	CHEBI:6838	methotrimeprazine	ANTIVIRAL	methotrimeprazine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VRTWBAAJJOHBQU-KMWAZVGDSA-N	CHEBI:85089	ledipasvir	ANTIVIRAL	ledipasvir	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VRWSVIUPXSFVFZ-UHFFFAOYSA-N	CHEBI:171656	3-methylarginine	ANTIBACTERIAL	3-methylarginine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VSDDOTKKJQUPSV-MDZDMXLPSA-N	CHEBI:65735	dehydrodiconiferyl dibenzoate	ANTIPROTOZOAL	dehydrodiconiferyl-dibenzoate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VSLWNSSUMFSGFF-DKOLRWHASA-N	CHEBI:69019	physalin F	ANTIPROTOZOAL	physalin-f	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VSMOENVRRABVKN-MRVPVSSYSA-N	CHEBI:46735	(S)-oct-1-en-3-ol	ANTIMICROBIAL_UNSPECIFIED	s-oct-1-en-3-ol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VSMOENVRRABVKN-QMMMGPOBSA-N	CHEBI:39932	(R)-oct-1-en-3-ol	ANTIMICROBIAL_UNSPECIFIED	r-oct-1-en-3-ol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VSMOENVRRABVKN-UHFFFAOYSA-N	CHEBI:34118	oct-1-en-3-ol	ANTIMICROBIAL_UNSPECIFIED	oct-1-en-3-ol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VSQQQLOSPVPRAZ-RRKCRQDMSA-N	CHEBI:75179	trifluridine	ANTIVIRAL	trifluridine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VSXRMURGJRAOCU-UHFFFAOYSA-N	CHEBI:145520	Fasnall	ANTIVIRAL	fasnall	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VSZGPKBBMSAYNT-RRFJBIMHSA-N	CHEBI:7798	oseltamivir	ANTIVIRAL	oseltamivir	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VTBUZDRQHQPEQY-UHFFFAOYSA-N	CHEBI:141284	3-acetylbenzamide	ANTIFUNGAL	3-acetylbenzamide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VTIKDEXOEJDMJP-WYUUTHIRSA-N	CHEBI:2448	actinorhodin	ANTIMICROBIAL_UNSPECIFIED	actinorhodin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VTLCNEGVSVJLDN-MLGOLLRUSA-N	CHEBI:131731	cefazedone	ANTIBACTERIAL	cefazedone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VTRWMTJQBQJKQH-UHFFFAOYSA-N	CHEBI:81736	pyributicarb	ANTIFUNGAL	pyributicarb	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VUERQRKTYBIULR-UHFFFAOYSA-N	CHEBI:40926	fosetyl	ANTIFUNGAL	fosetyl	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VUOPFFVAZTUEGW-FBMDODLCSA-N	CHEBI:85129	ristocetin	ANTIBACTERIAL	ristocetin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VVIAOPGTVSECTI-QPNFVAJLSA-N	CHEBI:71987	curamycin A	ANTIMICROBIAL_UNSPECIFIED	curamycin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VVKZAZVVUAFFGF-UHFFFAOYSA-N	CHEBI:65411	anolignan B	ANTIVIRAL	anolignan-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VVQFDQXQOOFTTF-MMYVAXCBSA-N	CHEBI:141363	isoaigialone B	ANTIFUNGAL	isoaigialone-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
VVSFMIXQNYRGMG-BDAFLREQSA-N	CHEBI:234346	ombuoside	ANTIBACTERIAL	ombuoside	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
