chebi_id	species_text	species_accession	component_text	strain_text	source_accession	comments
CHEBI:145738	Mus spicilegus	10103	urine		19390894	
CHEBI:145738	Prunus persica	3760			10.1007/s10886-014-0379-3	Found in ripe peach with leaves.
CHEBI:145738	Sus scrofa domesticus	9825			10.1007/s00217-006-0465-z	
CHEBI:145738	Taiwanofungus camphoratus	196114			21823126	
CHEBI:145763	Homo sapiens	9606	urine		30450336	
CHEBI:145768	Helichrysum arenarium	261776	flower		25921859	
CHEBI:145768	Lactuca sativa	4236	leaf		27375675	
CHEBI:145776	Apios americana	185702			23265491	
CHEBI:145778	Sesamum indicum	4182	seed		18248594	
CHEBI:145784	Sesamum indicum	4182	seed		18248594	
CHEBI:145785	Sesamum indicum	4182	seed		18248594	
CHEBI:145786	Plumbago europaea	114226	leaf		10.1016/S0031-9422(00)82884-8	
CHEBI:145817	Centaurium erythraea	172057	aerial part		22349896	
CHEBI:145817	Jatropha curcas	180498	leaf		30549905	
CHEBI:145817	Mentha pulegium	294739	leaf		29261270	
CHEBI:145817	Pimpinella anisum	271192	fruit		/10.1007/BF01959777	
CHEBI:145817	Tagetes erecta	13708	leaf		/10.1016/j.indcrop.2018.10.013	
CHEBI:145817	Turbinaria ornata	86657			31981060	
CHEBI:145817	Ulva lactuca	63410			31678034	
CHEBI:145828	Acer saccharinum	75745	leaf		2437251	
CHEBI:145828	Alchornea cordifolia	316697	bark		30886338	Isolated from stem bark.
CHEBI:145828	Paeonia anomala	40698	fruit		10.1055/s-0032-1328062	
CHEBI:145828	Paeonia suffruticosa	45171	bark		31557976	Isolated from root bark.
CHEBI:145828	Terminalia myriocarpa	578554	leaf		12094296	
CHEBI:145829	Lithocarpus litseifolius	425828	leaf		10.1080/00021369.1982.10865357	
CHEBI:145829	Malus trilobata	106570	leaf		10.1039/JR9610004133	
CHEBI:145901	Penicillium herquei	69774			Book: Dictionary of Antibiotics & Related Substances, Barrie W. Bycroft, 1987, pg 261.	
CHEBI:145958	Penicillium coprophilum	36646			2641484	
CHEBI:145967	Propolis	931589			25432012	
CHEBI:145967	Secale cereale	4550			17542491	
CHEBI:145967	Triticum	4564			/10.1016/j.foodchem.2011.07.023	
CHEBI:145969	Apatococcus constipatus	616640			11140535	
CHEBI:145969	Azotobacter vinelandii	354		ATCC 12837	457611	
CHEBI:145969	Betula papyrifera	3507	bark		31580010	
CHEBI:145969	Triticum aestivum	4565			15241924	
CHEBI:145972	Rhodococcus rhodochrous	1829			19125399	
CHEBI:145981	Dinophysis acuta	150597			10775759	
CHEBI:145989	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:145991	Cladosporium herbarum	29918		IFB-E002	16038560	
CHEBI:146002	Emericella desertorum	1810909		CBS 653.73	26389790	
CHEBI:146006	Aloe megalacantha	1389516	root		28686200	
CHEBI:146006	Aspergillus desertorum	1810909			28050053	
CHEBI:146013	Aspergillus tubingensis	5068			31878243	
CHEBI:146013	Ustilaginoidea virens	1159556			/10.1016/S0040-4039(01)90914-1	
CHEBI:146138	Artemisia heptapotamica	1903203			/10.1007/BF00598777	
CHEBI:146138	Elaeagnus pungens	693372	leaf		16722375	
CHEBI:146138	Halimodendron halodendron	47657	aerial part		23109858	
CHEBI:146138	Inula viscosa	56525			22418930	
CHEBI:146138	Rumex aquaticus	1470351			28300698	
CHEBI:146138	Viscum coloratum	159976			22041066	
CHEBI:146139	Bridelia ferruginea	319147	bark		17260306	Isolated from stem bark.
CHEBI:146142	Betula pendula	3505			/10.1134/S1068162012070217	
CHEBI:146142	Juglans regia	51240	leaf		24467376	
CHEBI:146142	Lagochilus proskorjacovii	694359			/10.1007/BF00598277	Isolated from epigeal part.
CHEBI:146142	Phlomis samia	997739	aerial part		11520237	
CHEBI:146142	Propolis	931589			/10.1007/BF00568574	
CHEBI:146142	Tanacetum microphyllum	127997			9051913	
CHEBI:146145	Alpinia flabellata	299923	leaf		11198817	
CHEBI:146145	Betula pendula	3505			/10.1134/S1068162012070217	
CHEBI:146145	Hornstedtia havilandii	188512	leaf		26594759	
CHEBI:146145	Propolis	931589			/10.1007/BF00568574	
CHEBI:146145	Serratula strangulata	324596			12451496	
CHEBI:146145	Tamarix aphylla	189786	aerial part		31640181	
CHEBI:146151	Rhinella marina	8386			31879340	
CHEBI:146151	Rhinella rubescens	752686			31879340	
CHEBI:146162	Botryodiplodia theobromae	45133			25693860	
CHEBI:146162	Homo sapiens	9606	blood plasma		25856314	
CHEBI:146167	Homo sapiens	9606	blood plasma		31115022	
CHEBI:146171	Aspergillus fumigatus	746128			31124	
CHEBI:146173	Penicillium baarnense	69793			883459	
CHEBI:146187	Homo sapiens	9606	cerebrospinal fluid		30519835	
CHEBI:146206	Homo sapiens	9606	blood serum		29878065	
CHEBI:146206	Homo sapiens	9606	blood plasma		31740614	
CHEBI:146307	Byssochlamys nivea	5093	cell suspension culture		15640234	
CHEBI:146309	Aspergillus terreus	33178			/10.1039/C39720000391	
CHEBI:146309	Cephalosporium sp.	1981612		AL031	15307685	
CHEBI:146309	Penicillium sp.	508		KMM 4672	30469376	
CHEBI:146309	Penicillium spinulosum	63822			1155879	
CHEBI:146309	Ramalina capitata	859456			28029061	
CHEBI:146764	Homo sapiens	9606	milk		26613816	
CHEBI:146780	Homo sapiens	9606	sweat		17191896	
CHEBI:147304	Smallanthus sonchifolius	185202	leaf lamina		21213966	
CHEBI:147326	Olea europaea	4146	leaf		/10.1007/s00044-011-9817-8	
CHEBI:147331	Wollemia nobilis	56998	leaf		10.1016/j.agee.2009.08.009	
CHEBI:147339	Pseudomonas sp.	306		HBP1	8481010	
CHEBI:147341	Aspergillus fumigatus	746128		ATCC 46645	32083553	
CHEBI:147354	Tetraodon biocellatus	99884			10.1002/chem.201801006	
CHEBI:147400	Laurencia scoparia	288677			11250580	
CHEBI:147413	Vitis vinifera	29760	Wine		29339827	
CHEBI:147430	Vitis vinifera	29760	Wine		22662221	
CHEBI:147490	Homo sapiens	9606	milk		26613816	
CHEBI:148066	Homo sapiens	9606	milk		26613816	
CHEBI:148316	Homo sapiens	9606	milk		26613816	
CHEBI:149228	Homo sapiens	9606	milk		26613816	
CHEBI:149282	Homo sapiens	9606	milk		26613816	
CHEBI:149477	Dioscorea alata	55571		Cv. Tainung No. 2	17685543	
CHEBI:149477	Lilium lancifolium	79002	bulb		10.1016/j.foodchem.2011.09.112	
CHEBI:149477	Populus tremula x Populus tremuloides	47664	xylem		MTBLS628	
CHEBI:149477	Smilax scobinicaulis	1080332			23947131	
CHEBI:149493	Homo sapiens	9606	blood plasma		6309604	
CHEBI:149501	Homo sapiens	9606	blood plasma		2474609	
CHEBI:149572	Crambe crambe	3722			10.3390/md16050152	
CHEBI:149584	Homo sapiens	9606	urine		858207	
CHEBI:149585	Fraxinus angustifolia	166594	leaf		32298276	
CHEBI:149585	Olea europaea	4146			31578603	
CHEBI:149609	Homo sapiens	9606	blood plasma		10.1016/j.foodres.2014.05.009	
CHEBI:149609	Homo sapiens	9606	urine		10.1016/j.foodres.2014.05.009	
CHEBI:149610	Machilus wangchiana	460783	root		25612442	
CHEBI:149610	Picea abies	3329	bark		7669281	Isolated from root bark.
CHEBI:149619	Aspergillus terreus	33178	cell suspension culture	RCC1	10.1007/s00044-014-1164-0	
CHEBI:149619	Aspergillus terreus	33178		Gwq-48	23411074	
CHEBI:149651	Agelas dispar	295252			12558052	
CHEBI:149651	Calyx podatypa	295247			10843583	
CHEBI:149652	Colletotrichum gloeosporioides	474922			25421415	
CHEBI:149653	Homo sapiens	9606	milk		31418429	Identified in breast milk.
CHEBI:149655	Crassostrea gigas	29159			6156653	
CHEBI:149655	Crassostrea virginica	6565			/10.1139/z83-353	
CHEBI:149655	Strombus gigas	291982			Book: Dictionary of Marine Natural Products with CD-ROM, C-106	
CHEBI:149658	Homo sapiens	9606	blood plasma		1479739	
CHEBI:149658	Rattus norvegicus	10116			9721983	Identified in Sprague-Dawley rats.
CHEBI:149660	Clitocybe subilludens	210149	cell suspension culture		4332377	
CHEBI:149660	Clitocybe subilludens	210149			5815216	
CHEBI:149660	Fungi	4751	cell suspension culture	F010248	17323650	Isolated from the solid state fermentation of an unidentified fungus F010248.
CHEBI:149660	Hydnellum diabolus	176618			5862512	
CHEBI:149660	Hypoxylon fendleri	558530	cell suspension culture		28384525	
CHEBI:149660	Hypoxylon fendleri	558530	cell suspension culture	BCC32408	31476402	
CHEBI:149660	Paxillus panuoides	80604			5166969	Identified in the carpophores.
CHEBI:149660	Thelephora aurantiotincta	654496	fruit body		12895540	
CHEBI:149669	Homo sapiens	9606	blood serum		31321006	
CHEBI:149671	Saccharomyces cerevisiae	4932	cell suspension culture		31733223	
CHEBI:149710	Aspergillus fumigatus	746128			20861902	
CHEBI:149710	Aspergillus oryzae	5062			26019565	
CHEBI:149774	Scolopendra subspinipes	55038			31254123	
CHEBI:149779	Leishmania mexicana	5665			/10.1074/jbc.M307660200	
CHEBI:149784	Clostridioides difficile	1496			32191024	Synthetic lipoteichoic acid molecule
CHEBI:150014	Clostridioides difficile	1496			32191024	Synthetic lipoteichoic acid molecule
CHEBI:150017	Clostridioides difficile	1496			32191024	Synthetic lipoteichoic acid molecule
CHEBI:150019	Clostridioides difficile	1496			32191024	Synthetic lipoteichoic acid molecule
CHEBI:150693	Homo sapiens	9606	milk		26613816	
CHEBI:150865	Syncarpia glomulifera	178137	bark		27112454	Isolated from stem bark.
CHEBI:150867	Aspergillus terreus	33178	cell suspension culture	IBT 28226	21368412	
CHEBI:150867	Aspergillus terreus ATCC 20542	285217	cell suspension culture		17689800	
CHEBI:150867	Penicillium glabrum	69773	cell suspension culture	AJ117540	16320762	
CHEBI:151031	Escherichia coli str. K-12 substr. DH10B	316385	cell lysate		MTBLS1079	
CHEBI:151035	Escherichia coli	562	cell lysate	Escherichia coli str. K-12 substr. DH10B [NCBITAXON:316385]	MTBLS1079	
CHEBI:151050	Cirsium setidens	859427			32545754	
CHEBI:151050	Escherichia coli	562	cell lysate	Escherichia coli str. K-12 substr. DH10B [NCBITAXON:316385]	MTBLS1079	
CHEBI:151050	Trichoderma harzianum	5544	cell suspension culture	FA1132	22407347	
CHEBI:151058	Angelica sinensis	165353	root		10.1007/s11771-005-0177-8	
CHEBI:151058	Cassia javanica	508996	flower		31238555	
CHEBI:151058	Escherichia coli	562	cell lysate	Escherichia coli str. K-12 substr. DH10B [NCBITAXON:316385]	MTBLS1079	
CHEBI:151058	Tecoma stans	69904	flower		31238555	
CHEBI:151058	Trichoderma harzianum	5544	cell suspension culture		22407347	
CHEBI:151078	Bacillus amyloliquefaciens	1390		L3	30907064	
CHEBI:151078	Escherichia coli	562	cell lysate	Escherichia coli str. K-12 substr. DH10B [NCBITAXON:316385]	MTBLS1079	
CHEBI:151078	Homo sapiens	9606	faeces		17314143	
CHEBI:151078	Homo sapiens	9606			19906520	Identified in the breath of COPD patients.
CHEBI:151078	Ophiocordyceps sinensis	72228			32244487	
CHEBI:151078	Trichoderma longibrachiatum	5548		TR97	28955466	
CHEBI:151078	Zingiber barbatum	336852			32549365	
CHEBI:151115	Escherichia coli	562	cell lysate	Escherichia coli str. K-12 substr. DH10B [NCBITAXON:316385]	MTBLS1079	
CHEBI:151129	Escherichia coli	562	cell lysate	Escherichia coli str. K-12 substr. DH10B [NCBITAXON:316385]	MTBLS1079	
CHEBI:151275	Homo sapiens	9606	milk		26613816	
CHEBI:151405	Homo sapiens	9606	milk		26613816	
CHEBI:151472	Homo sapiens	9606	milk		26613816	
CHEBI:152051	Graphiopsis chlorocephala	166631			23578108	
CHEBI:152051	Paecilomyces variotii	264951			30746079	
CHEBI:152051	Pseudopalawania siamensis	2714881			32276418	
CHEBI:152052	Paecilomyces variotti	264951		K5103	30746079	
CHEBI:152053	Paecilomyces variotti	264951			30746079	
CHEBI:152054	Picramnia latifolia	681474	leaf		15043409	
CHEBI:152054	Picramnia sellowii	2686319	leaf		18163590	
CHEBI:152056	Cladosporium fulvum	5499	cell suspension culture		24465762	
CHEBI:152570	Micromonospora sp.	1876	cell suspension culture	K310	24534843	
CHEBI:153518	Homo sapiens	9606	milk		26613816	
CHEBI:153518	Rattus norvegicus	10116	milk		3982882	
CHEBI:153572	Filipendula ulmaria	57917	flower		Book: Dictionary of Food Compounds with CD-ROM: Additives, Flavors, and Ingredients, Shmuel Yannai, CRC Press, 2003, pg 771, I-161.	
CHEBI:155845	Sterolibacterium denitrificans	157592			18039763	
CHEBI:155857	Aspergillus nidulans	162425			22510154	
CHEBI:155858	Aspergillus nidulans	162425			22510154	
CHEBI:155860	Aspergillus nidulans	162425			23001671	
CHEBI:155863	Grifola frondosa	5627	cell suspension culture		17002422	
CHEBI:155863	Phlebiopsis gigantea	82310	cell suspension culture		29895730	
CHEBI:155891	Aspergillus flavipes	41900		HN4-13	27933892	
CHEBI:155891	Aspergillus terreus	33178		QT122	27844127	
CHEBI:155891	Aspergillus terreus	33178		TM8	29388436	
CHEBI:155891	Trewia nudiflora	300977			19140073	
CHEBI:155892	Homalium cochinchinense	1009479	bark		15104498	Isolated from root bark.
CHEBI:155892	Populus alba	43335			31137712	
CHEBI:155892	Populus tomentosa	118781	bark		22860454	Isolated from stem bark.
CHEBI:155892	Salix acutifolia	1233969	stem		26820172	
CHEBI:155892	Salix tetrasperma	75722	leaf		23016273	
CHEBI:155895	Guignardia bidwellii	115983			22779915	
CHEBI:155896	Paeonia lactiflora	35924	root		28901069	
CHEBI:155904	Bazzania	13807			10.1016/S0031-9422(00)82666-7	
CHEBI:155904	Diplophyllum albicans	264775			Ohta (1977), Tetrahedron, 33, 617.	
CHEBI:155904	Dryopteris fragrans	239565	whole plant		24647035	
CHEBI:155904	Frullania monocera	236963			10.1016/S0031-9422(02)00542-3	
CHEBI:155904	Loxodonta	9784	gland		12350155	Found in the temporal gland secretions of African elephants.
CHEBI:155904	Perenniporia tephropora	483159	cell suspension culture	Z41	22660771	
CHEBI:155905	Aureoumbra lagunensis	44058			11397449	
CHEBI:155905	Brassica campestris	145471	seed		25276975	
CHEBI:155905	Brassica juncea	3707	seed		10.1016/S0031-9422(00)86991-5	
CHEBI:155905	Comatula	1320698			6030051	
CHEBI:155905	Cosmoglyphus hughesi	223505			17456445	
CHEBI:155905	Cryptomonas sp.	3031			10.1016/0031-9422(83)83028-3	
CHEBI:155905	Isochrysis galbana	37099			10.1016/0031-9422(83)83028-3	
CHEBI:155905	Mytilidae	6547			25429428	
CHEBI:155905	Phaeocystis pouchetii	33659	Whole Organism	Phaeocystis pouchetii str. AJ01	MTBLS758	
CHEBI:155910	Aspergillus aculeatus	5053	cell suspension culture		25068785	
CHEBI:155910	Penicillium sp. SCS-KFD08	1808020	cell suspension culture		27709333	
CHEBI:155912	Aspergillus aculeatus	5053	cell suspension culture		25547729	
CHEBI:155912	Penicillium sp. SCS-KFD08	1808020	cell suspension culture		27709333	
CHEBI:155916	Homo sapiens	9606	urine		11718311	
CHEBI:156045	Homo sapiens	9606	brain		25457182	
CHEBI:156045	Homo sapiens	9606	blood plasma		29183656	
CHEBI:156047	Homo sapiens	9606	blood plasma		19829009	
CHEBI:156055	Homo sapiens	9606	urine		5038749	
CHEBI:156055	Homo sapiens	9606	faeces		6136484	
CHEBI:156056	Aspergillus aculeatus	5053	cell suspension culture		25068785	
CHEBI:156057	Aspergillus aculeatus	5053	cell suspension culture		25068785	
CHEBI:156072	Mangifera indica	29780	bark		11829642	Isolated from stem bark.
CHEBI:156074	Aquilaria sinensis	210372	root		30154355	
CHEBI:156074	Elaeis guineensis	51953	seed		10.1016/j.lwt.2016.06.051	Found in palm kernel oil.
CHEBI:156074	Spondias pinnata	1592062	fruit		31952118	Isolated from fruit peel.
CHEBI:156074	Vaccinium	13749			31802659	Identified in in cranberry juices.
CHEBI:156087	Homo sapiens	9606	urine		604421	
CHEBI:156087	Pseudomonas putida	303			16345181	
CHEBI:156087	Rattus norvegicus	10116	urine		461994	
CHEBI:156100	Ruditapes philippinarum	129788			31655477	
CHEBI:156111	Erythrina sigmoidea	1977555	bark		10.1016/S0031-9422(00)95111-2	Isolated from stem bark.
CHEBI:156142	Coffea arabica	13443			21741655	
CHEBI:156142	Felis catus	9685	urine		17052611	
CHEBI:156142	Lynx rufus	61384	urine		24258737	
CHEBI:156142	Panthera pardus	9691	urine		10.1007/s10164-016-0503-7	
CHEBI:156142	Passiflora edulis	78168			10898639	
CHEBI:156142	Poncirus trifoliata	37690			17488024	
CHEBI:156144	Homo sapiens	9606			17191898	Found in human axilla secretions.
CHEBI:156144	Humulus lupulus	3486			30874436	
CHEBI:156144	Vitis vinifera	29760			17249683	
CHEBI:156147	Homo sapiens	9606			17191898	Identified in human axilla secretions.
CHEBI:156147	Vitis vinifera	29760			17249683	
CHEBI:156148	Acremonium sclerotigenum	261921			27804952	
CHEBI:156148	Acremonium sp.	2046025			10.1021/np8006793	
CHEBI:156148	Ascochyta viciae	1677696		34	4792115	Isolated from the filter cake of the fermented broth.
CHEBI:156193	Boswellia serrata	613112			21157686	
CHEBI:156195	Ganoderma lucidum	5315	spore		10923835	
CHEBI:156219	Acremonium egyptiacum	749675			10.1073/pnas.1819254116	
CHEBI:156219	Ascochyta viciae	1677696			31028855	
CHEBI:156219	Nigrosabulum globosum	95328			11374942	
CHEBI:156223	Cistus creticus	191224			19660770	
CHEBI:156223	Dictyopteris divaricata	156996			15497933	
CHEBI:156223	Hedychium gardnerianum	4647			10.3390/molecules17033082	
CHEBI:156223	Pilgerodendron uviferum	103979			29861480	
CHEBI:156223	Taiwania cryptomerioides	50187	Root		12913242	
CHEBI:156224	Anthemis maritima	127979	flower		27114258	
CHEBI:156224	Arisaema anurans	50230			30253851	
CHEBI:156224	Leptospermum scoparium	295139			32078653	
CHEBI:156224	Pilgerodendron uviferum	103979			29861480	
CHEBI:156224	Piper nigrum	13216	leaf		31652848	
CHEBI:156226	Cupressus cashmeriana	187464	leaf		26434142	
CHEBI:156226	Stachys viticina	1007651	leaf		31661884	
CHEBI:156226	Tanacetum longifolium	1485332	root		12453516	
CHEBI:156226	Vitis vinifera	29760			20707339	
CHEBI:156227	Pilgerodendron uviferum	103979			29861480	
CHEBI:156227	Piper cubeba	405322			10.1016/S0040-4039(00)91016-5	
CHEBI:156228	Allophylus edulis	549436	leaf		10.1016/j.jep.2016.08.053	
CHEBI:156228	Inula britannica	119176			28278671	
CHEBI:156228	Melaleuca alternifolia	164405	leaf		Essential oil of Melaleuca, terpene-4-ol (tea tree oil), ISO 4730, 2017, International Organization for Standardization, Geneva, Switzerland.	
CHEBI:156228	Melaleuca quinquenervia	164942	leaf		10.1016/S0305-1978(01)00112-0	
CHEBI:156228	Salvia officinalis	38868	leaf		17402115	
CHEBI:156228	Stachys lavandulifolia	193339			10.1016/j.indcrop.2017.12.025	
CHEBI:156228	Stachys pilifera	1541664			31651198	
CHEBI:156228	Stachys tmolea	876255			31516330	
CHEBI:156233	Citharexylum spinosum	222865	flower		27685082	
CHEBI:156233	Nicotiana bonariensis	118694			16843507	
CHEBI:156233	Plumeria rubra	62097	flower		10.1080/10412905.2006.9699182	
CHEBI:156234	Gardenia taitensis	83587			10.1080/10412905.1992.9698082	
CHEBI:156236	Melissa officinalis	39338			10.2298/ABS1301065M	
CHEBI:156237	Allokutzneria albata	211114			29758116	
CHEBI:156237	Phomopsis amygdali	1214568			19161275	
CHEBI:156246	Brassica juncea	3707	root		14763742	
CHEBI:156246	Brassica oleracea	3712			5118637	
CHEBI:156271	Camellia sinensis	4442			10.1002/jsfa.2740220913	
CHEBI:156271	Homo sapiens	9606	urine		10929811	Identified after tea ingestion.
CHEBI:156276	Fagopyrum esculentum	3617	seed		11093720	
CHEBI:156280	Homo sapiens	9606	blood plasma		31115022	
CHEBI:156280	Paeonia emodi	40708			29803699	
CHEBI:156291	Streptomyces ansochromogenes	115647			28972184	
CHEBI:156291	Streptomyces antibioticus	1890		ATCC 11891	15368568	
CHEBI:156292	Klebsiella oxytoca	571			29389112	
CHEBI:156292	Klebsiella pneumoniae	573			11672297	
CHEBI:156292	Xenorhabdus eapokensis	1873482			29596433	
CHEBI:156293	Klebsiella oxytoca	571			32485104	
CHEBI:156294	Streptomyces steffisburgensis	68271		NRRL 3193	16751529	
CHEBI:156298	Archangium gephyra	48	cell suspension culture	Ar 10844	15981410	
CHEBI:156298	Stigmatella aurantiaca DW4/3-1	378806			17919655	
CHEBI:156300	Fluoribacter dumoffii	463			15381093	
CHEBI:156300	Legionella parisiensis	45071			23821465	
CHEBI:156301	Streptomyces lavendulae subsp. lavendulae	58340		CCM 3239	23373695	The strain was formerly known as Streptomyces aureofaciens CCM 3239. See PMID:29496832.
CHEBI:156303	Escherichia coli	562			29642622	
CHEBI:156303	Klebsiella pneumoniae	573		K1 CC23	28409125	
CHEBI:156316	Streptomyces lavendulae	1914		FRI-5	29255990	
CHEBI:156318	Alternaria solani	48100			16356847	
CHEBI:156320	Fusarium equiseti	61235		CNC-477	10.1055/s-0035-1556229	
CHEBI:156320	Fusarium heterosporum	42747			10956462	
CHEBI:156327	Cirsium japonicum	516546			32121091	
CHEBI:156327	Cirsium setidens	859427			28851651	
CHEBI:156327	Linaria reflexa	1070263	aerial part		28032514	
CHEBI:156327	Lippia rubella	320356			30817148	
CHEBI:156327	Trollius ledebouri	46346			29668849	
CHEBI:156331	Homo sapiens	9606	blood serum		35128501	
CHEBI:156357	Salinispora pacifica	351187	cell suspension culture	CNS-237	18321059	
CHEBI:156362	Streptomyces	1883		K611-97	2925523	
CHEBI:156362	Streptomyces tropolofaciens	1883	cell suspension culture	K611-97	3417559	
CHEBI:156363	Fusarium fujikuroi	5127			27856636	
CHEBI:156363	Fusarium graminearum	5518			31344458	
CHEBI:156363	Fusarium keratoplasticum	1328300			23396261	
CHEBI:156363	Fusarium petroliphilum	203961			23396261	
CHEBI:156382	Streptoverticillium fervens	66429	cell suspension culture	HP-891	2387768	
CHEBI:156385	Chaetomium globosum CBS 148.51	306901			10.1039/C4MD00352G	
CHEBI:156385	Shanorella spirotricha	113410			10.1016/S0031-9422(00)85674-5	
CHEBI:156386	Aspergillus creber	1220201			31880876	
CHEBI:156386	Aspergillus ochraceopetaliformis	176175			32875235	
CHEBI:156386	Aspergillus ochraceus	40380			10.1002/(SICI)1096-9063(199805)53:1<9::AID-PS745>3.0.CO;2-P	
CHEBI:156386	Aspergillus westerdijkiae	357447			19589392	
CHEBI:156386	Exophiala sp.	1718875			18661951	
CHEBI:156387	Aspergillus melleus	138277			10.1271/bbb.60.1375	
CHEBI:156387	Aspergillus ochraceus	40380			10.1002/(SICI)1096-9063(199805)53:1<9::AID-PS745>3.0.CO;2-P	
CHEBI:156387	Aspergillus ochraceus	40380		LCJ11-102	31284571	
CHEBI:156387	Aspergillus westerdijkiae	357447			19589392	
CHEBI:156387	Exophiala sp.	1718875			18661951	
CHEBI:156388	Streptomyces sp. MSC090213JE08	1670457			26403163	
CHEBI:156388	Streptomyces sp. NEAU-Z4	1218706			23421585	
CHEBI:156426	Streptomyces curacoi	146536		NBRC 12761	10.1002/ajoc.201700433	
CHEBI:156426	Streptomyces noursei	1971		NBRC 15452	10.1002/ajoc.201700433	
CHEBI:156428	Streptomyces aurantiacus	47760			30310179	Genbank: WP_016640788.1
CHEBI:156428	Streptomyces curacoi	146536		NBRC 12761	30310179	Genbank: WP_107116988.1
CHEBI:156428	Streptomyces viridochromogenes	1938			30310179	Genbank: WP_003997107.1
CHEBI:156429	Pseudomonas amygdali pv. tabaci	322			2836363	
CHEBI:156429	Pseudomonas coronafaciens pv. coronafaciens	235275			1314808	
CHEBI:156447	Equus caballus	9796	urine		1893500	
CHEBI:156447	Lolium temulentum	34176			Hofmeister, F. The active constituents of lolium temulentum. Arch. Exp. Pathol. Pharmakol. 30, 203–230 (1892).	
CHEBI:156448	Epichloe uncinata	5050			15654104	Cluster GenBank: AY723749.1
CHEBI:156450	Saccharothrix algeriensis	173560		NRRL B-24137	24723205	
CHEBI:156450	Streptomyces kasugaensis	1946		IFO 13851	2262169	
CHEBI:156451	Photobacterium halotolerans	265726		S2753	21339958	
CHEBI:156451	Saccharothrix algeriensis	173560		NRRL B-24137	32642829	
CHEBI:156451	Streptomyces clavuligerus	1901			21041678	
CHEBI:156451	Streptomyces clavuligerus	1901			468729	
CHEBI:156451	Streptomyces flavogriseus	67299		NJ-4	28740758	
CHEBI:156451	Streptomyces sp.	1931		DT-A37	28627048	
CHEBI:156451	Yersinia ruckeri ATCC 29473	527005			23572522	
CHEBI:156452	Saccharothrix algeriensis	173560		NRRL B-24137	20507156	
CHEBI:156452	Streptomyces kasugaensis	1946			2262169	
CHEBI:156452	Streptomyces sp.	1931		26A	10.7883/yoken1948.1.512	The species in which the compound was identified in is related to Nocardia farcinica.
CHEBI:156452	Streptomyces thioluteus	66431			13096448	
CHEBI:156452	Streptomyces thioluteus	66431		DSM 40027	27018252	
CHEBI:156452	Streptomyces thioluteus	66431		G15	Hu, J, Lou, Z, Yu, Q, et al. (1995) Taxonomy of the strain G15 producing new isochromanequinone antibiotics. Zhongguo Kang Sheng su za zhi = Chinese Journal of Antibiotics, 20(4), 249-253.	
CHEBI:156453	Pseudomonas fluorescens PF5	1218948			16269724	
CHEBI:156453	Pseudomonas sp. M18	228095			15033239	
CHEBI:156455	Phaeobacter gallaeciensis	60890			21430694	
CHEBI:156455	Phaeobacter inhibens	221822			28389641	
CHEBI:156455	Phaeobacter inhibens DSM 17395	391619			25161739	
CHEBI:156470	Eudistoma	286195			10346975	
CHEBI:156470	Homo sapiens	9606	urine		8206887	
CHEBI:156492	Bursera schlechtendalii	80325			29777752	
CHEBI:156492	Fragaria x ananassa	3747	fruit		32545160	
CHEBI:156492	Malus domestica	3750			19691320	
CHEBI:156492	Selaginella doederleinii	186426			31892247	
CHEBI:156497	Aporospora terricola	73565			25544045	
CHEBI:156498	Dysoxylum acutangulum	1504427			19757855	
CHEBI:156498	Dysoxylum binectariferum	693285	bark		22113419	Isolated from stem bark.
CHEBI:156498	Fusarium proliferatum	948311		MTCC 9690	21898150	
CHEBI:156511	Zea mays	4577			15495409	
CHEBI:156511	Zea mays subsp. mays	381124			25775513	
CHEBI:156547	Fusarium fujikuroi	5127		IMI58289	26192387	
CHEBI:156550	Streptomyces vitaminophilus	76728		ATCC 31673	17158935	
CHEBI:156551	Catenulispora acidiphila DSM 44928	479433	cell suspension culture		24554531	
CHEBI:156558	Streptococcus pneumoniae	1313			32835479	
CHEBI:157443	Homo sapiens	9606	milk		26613816	
CHEBI:157603	Fusarium graminearum	5518			8684431	
CHEBI:157681	Streptomyces achromogenes	67255			19270147	
CHEBI:157682	Vibrio anguillarum	55601			23765994	
CHEBI:157682	Vibrio campbellii	1088888		DS40M4	20521785	
CHEBI:157683	Cystobacter fuscus	43		Cb 685	6809724	
CHEBI:157683	Myxococcus virescens	83456		Mx v12	6809724	
CHEBI:157683	Myxococcus virescens	83456		Mx v54	6809724	
CHEBI:157683	Myxococcus xanthus	34		DK897	21626639	
CHEBI:157683	Myxococcus xanthus	34		Mx x52	6809724	
CHEBI:157683	Serratia marcescens subsp. marcescens Db11	273526			23028578	
CHEBI:157683	Streptomyces althioticus	83380			6809724	
CHEBI:157683	Streptomyces matensis	67325			10.1007/978-3-642-46304-4_21	
CHEBI:157684	Salinispora arenicola CNS-205	391037			21815669	
CHEBI:157684	Salinispora pacifica	351187			21815669	
CHEBI:157684	Salinispora tropica CNB-440	369723			21815669	
CHEBI:157684	Streptomyces sp.	1931		KY11783	9711243	
CHEBI:157737	Artemisia ordosica	1027791			16381463	
CHEBI:157737	Artemisia sphaerocephala	401934			22737859	
CHEBI:157737	Chromolaena odorata	103745	leaf		22899281	
CHEBI:157737	Murraya euchrestifolia	1224773			29090551	
